100;0,9304;99;2634
100;0,1079;99;2414
100;0,1349;99;2518
100;0,1024;99;2228
100;0,1133;99;2631
100;0,1084;99;2370
100;0,1143;99;2523
100;0,09;99;1922
100;0,1222;99;2826
100;0,1284;99;2853
100;0,1188;99;2473
100;0,1265;99;2624
100;0,1186;99;2429
100;0,1155;99;2331
100;0,1118;99;2428
100;0,1007;99;2422
100;0,1109;99;2185
100;0,1456;99;2639
100;0,1437;99;2394
100;0,1422;99;2792
100;0,121;99;2663
100;0,131;99;2544
100;0,0846;99;2629
100;0,0852;99;2675
100;0,0805;99;2509
100;0,1381;99;2743
100;0,1141;99;2636
100;0,1165;99;2565
100;0,1158;99;2416
100;0,1775;99;2370
1000;10,4431;999;241321
1000;8,4993;999;260573
1000;7,6016;999;253310
1000;9,7829;999;257467
1000;12,9701;999;257381
1000;9,3904;999;242970
1000;10,5142;999;247025
1000;10,1776;999;255462
1000;10,2216;999;249160
1000;10,8929;999;250728
1000;11,0183;999;248498
1000;10,7801;999;247920
1000;10,9711;999;244471
1000;11,2587;999;247535
1000;11,3085;999;248340
1000;11,2268;999;249727
1000;14,6775;999;250934
1000;11,7488;999;247949
1000;13,3787;999;246599
1000;11,2157;999;253003
1000;11,7554;999;248663
1000;11,029;999;248180
1000;10,7364;999;253145
1000;11,0318;999;254621
1000;10,9787;999;254690
1000;10,7383;999;245472
1000;15,8222;999;247559
1000;12,1159;999;251586
1000;12,49;999;253552
1000;10,1268;999;246415
10000;792,4605;9999;24976465
10000;788,7838;9999;25176308
10000;786,583;9999;25096237
10000;724,7722;9999;25017834
10000;755,2997;9999;25081408
10000;738,66;9999;25216392
10000;755,8139;9999;24937969
10000;747,5376;9999;25242946
10000;676,4268;9999;24818174
10000;693,9323;9999;25029007
10000;698,7878;9999;24905077
10000;688,0418;9999;25144317
10000;688,6915;9999;25040675
10000;706,3027;9999;25039683
10000;744,8402;9999;24958209
10000;700,8749;9999;25073035
10000;679,3572;9999;24837532
10000;677,8808;9999;24733390
10000;689,3673;9999;24842452
10000;692,7681;9999;25101272
10000;687,8253;9999;24954273
10000;688,6358;9999;25049702
10000;707,2874;9999;25322419
10000;667,7473;9999;24597108
10000;683,3938;9999;24826490
10000;769,2549;9999;25043848
10000;690,623;9999;24942539
10000;692,7914;9999;24974662
10000;687,8551;9999;24977466
10000;688,1683;9999;25487071
100000;69014,2938;99999;2495067399
100000;71061,6728;99999;2502913008
100000;69468,0737;99999;2500576095
100000;71928,1937;99999;2500429099
100000;69631,785;99999;2499254718
100000;69542,7813;99999;2492567123
100000;69699,089;99999;2503101290
100000;71897,8122;99999;2501550137
100000;32812,2377;99999;2496379402
100000;32385,2301;99999;2505899458
100000;32061,8985;99999;2499115978
100000;32270,1571;99999;2502733940
100000;32127,4767;99999;2496588088
100000;32273,096;99999;2497979862
100000;34070,1627;99999;2504855156
100000;32914,1012;99999;2502667360
100000;35563,8727;99999;2492741082
100000;38053,5134;99999;2495548618
100000;36974,6509;99999;2503890537
100000;35069,6059;99999;2498744849
100000;34665,7392;99999;2487382018
100000;34099,9414;99999;2500882468
100000;34457,7037;99999;2509067536
100000;32785,6842;99999;2512365503
100000;32464,5591;99999;2499782593
100000;32197,6771;99999;2501072063
100000;32033,2567;99999;2495601641
100000;32294,7667;99999;2503139122
100000;32059,6172;99999;2496980734
100000;31941,2799;99999;2491030754
